accommodates,bedrooms,beds,minimum_nights,maximum_nights,review_scores_rating,availability_30,review_scores_cleanliness,availability_60,availability_90,availability_365,priceClass
2,1.0,1.0,1,21,93.0,6,9.0,6,6,6,0.0
2,1.0,1.0,1,15,95.0,10,10.0,10,10,10,0.0
5,3.0,3.0,29,1125,100.0,0,10.0,7,16,61,0.0
3,1.0,2.0,2,90,100.0,13,10.0,43,68,157,0.0
2,1.0,1.0,1,15,100.0,8,10.0,8,8,8,0.0
1,1.0,1.0,1,18,99.0,26,10.0,27,27,27,0.0
7,3.0,4.0,30,150,100.0,0,10.0,0,0,67,1.0
2,1.0,1.0,1,1125,100.0,2,10.0,8,17,232,0.0
3,1.0,1.0,2,15,100.0,26,10.0,56,83,92,0.0
4,2.0,2.0,30,1125,100.0,14,10.0,28,58,148,0.0
4,2.0,2.0,2,365,80.0,10,9.0,16,42,119,0.0
4,2.0,2.0,2,5,100.0,0,10.0,8,38,127,0.0
4,2.0,2.0,2,1125,100.0,0,9.0,0,0,263,0.0
8,3.0,5.0,1,365,94.0,8,10.0,21,51,320,1.0
4,2.0,2.0,2,7,100.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,1125,99.0,16,10.0,32,62,337,0.0
5,2.0,2.0,2,28,100.0,14,10.0,22,35,97,1.0
4,1.0,2.0,1,1125,100.0,3,10.0,21,47,128,0.0
9,3.0,5.0,2,1125,96.0,26,10.0,56,86,360,1.0
4,2.0,2.0,2,30,100.0,11,10.0,30,53,298,0.0
6,2.0,3.0,1,365,100.0,24,10.0,54,78,305,1.0
6,1.0,5.0,1,1125,99.0,25,10.0,54,84,358,0.0
2,1.0,1.0,2,1125,94.0,25,9.0,55,85,360,0.0
4,1.0,2.0,1,28,90.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,1125,80.0,18,9.0,42,67,247,0.0
2,1.0,1.0,30,1125,100.0,27,10.0,57,87,267,1.0
4,1.0,2.0,2,10,99.0,26,10.0,52,79,168,0.0
2,1.0,1.0,1,3,80.0,7,9.0,19,27,53,0.0
4,1.0,2.0,2,7,100.0,24,10.0,54,79,169,0.0
6,3.0,3.0,3,28,100.0,0,10.0,0,0,79,0.0
3,1.0,1.0,1,4,99.0,0,10.0,0,0,0,0.0
2,1.0,1.0,2,1125,100.0,4,10.0,6,17,78,0.0
2,1.0,1.0,1,4,96.0,21,10.0,51,80,80,0.0
6,1.0,3.0,2,1125,100.0,9,10.0,28,44,133,0.0
2,1.0,1.0,2,7,100.0,3,10.0,19,27,106,0.0
8,4.0,5.0,2,1125,100.0,21,10.0,49,79,347,0.0
6,3.0,2.0,1,365,100.0,22,10.0,40,70,330,0.0
4,1.0,2.0,1,1125,100.0,1,10.0,9,29,104,0.0
2,1.0,1.0,2,1125,100.0,27,10.0,50,80,354,0.0
4,1.0,2.0,1,1125,97.0,11,10.0,24,41,216,0.0
2,1.0,2.0,5,1125,100.0,15,10.0,45,75,350,0.0
5,2.0,2.0,2,28,100.0,18,10.0,25,45,125,1.0
4,2.0,2.0,2,8,95.0,25,10.0,55,84,84,0.0
4,1.0,2.0,2,28,100.0,19,10.0,39,64,154,1.0
4,1.0,2.0,2,28,100.0,18,10.0,36,62,147,1.0
5,2.0,2.0,2,28,100.0,7,10.0,20,41,108,1.0
6,2.0,3.0,1,365,100.0,16,10.0,35,65,339,1.0
4,2.0,2.0,2,31,100.0,22,10.0,37,53,156,1.0
2,1.0,1.0,2,5,100.0,13,10.0,27,52,121,0.0
3,1.0,2.0,2,1125,100.0,2,10.0,23,53,328,0.0
4,1.0,2.0,2,1125,100.0,15,10.0,36,65,340,0.0
4,1.0,2.0,1,1125,100.0,18,9.0,43,69,131,0.0
4,2.0,2.0,30,180,97.0,0,10.0,0,0,155,0.0
2,1.0,1.0,60,180,96.0,0,10.0,0,0,12,0.0
4,2.0,4.0,30,1125,97.0,0,10.0,0,0,230,1.0
12,2.0,6.0,3,365,98.0,10,10.0,14,41,274,1.0
4,2.0,2.0,30,1125,94.0,30,10.0,42,42,182,0.0
2,1.0,1.0,28,1125,99.0,9,10.0,39,69,343,0.0
3,1.0,1.0,2,3,98.0,6,10.0,24,53,53,0.0
6,2.0,2.0,30,120,95.0,0,9.0,18,48,246,0.0
4,1.0,2.0,1,1125,98.0,11,10.0,28,46,289,0.0
6,2.0,2.0,2,90,94.0,25,10.0,55,82,172,1.0
4,1.0,1.0,1,1125,98.0,13,10.0,34,59,329,0.0
2,1.0,1.0,2,160,99.0,2,10.0,2,28,207,0.0
2,1.0,1.0,2,180,99.0,27,10.0,57,87,177,0.0
16,6.0,9.0,2,365,98.0,28,10.0,53,83,302,1.0
10,3.0,3.0,2,365,94.0,1,10.0,1,1,1,1.0
10,3.0,4.0,2,365,97.0,18,10.0,45,72,337,1.0
10,4.0,7.0,2,365,99.0,15,10.0,42,56,325,1.0
1,1.0,0.0,2,45,100.0,0,10.0,0,0,0,1.0
2,1.0,1.0,2,1125,97.0,15,9.0,39,69,69,0.0
4,1.0,2.0,3,1125,97.0,30,10.0,60,90,179,0.0
4,2.0,2.0,1,1125,98.0,30,10.0,60,82,159,0.0
8,3.0,3.0,2,365,96.0,20,10.0,49,72,339,1.0
8,3.0,3.0,1,15,98.0,0,10.0,0,0,0,0.0
3,2.0,2.0,1,1125,99.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,1125,96.0,0,10.0,0,0,0,0.0
6,3.0,4.0,2,1125,96.0,2,10.0,2,17,17,0.0
2,1.0,1.0,2,28,100.0,1,10.0,5,35,215,0.0
2,1.0,1.0,1,1125,98.0,23,10.0,53,83,358,0.0
2,1.0,2.0,2,1125,98.0,26,10.0,56,86,350,0.0
2,2.0,2.0,3,31,99.0,0,10.0,18,48,265,1.0
2,1.0,2.0,30,60,100.0,0,9.0,0,0,166,0.0
2,1.0,1.0,3,1125,93.0,0,10.0,0,1,171,0.0
4,1.0,2.0,30,90,99.0,24,10.0,54,84,173,0.0
6,3.0,4.0,2,1125,86.0,1,9.0,1,1,3,1.0
2,1.0,1.0,1,14,99.0,0,10.0,0,0,0,0.0
15,4.0,7.0,2,1125,98.0,20,10.0,44,69,330,1.0
2,1.0,1.0,2,1125,98.0,24,10.0,54,68,73,0.0
2,1.0,1.0,2,21,97.0,23,10.0,51,80,350,0.0
4,2.0,3.0,2,21,97.0,23,10.0,45,68,326,1.0
2,1.0,1.0,2,21,98.0,25,10.0,55,85,359,0.0
4,2.0,2.0,2,1125,93.0,23,9.0,47,71,346,0.0
6,2.0,4.0,1,365,99.0,19,10.0,43,68,343,1.0
4,2.0,2.0,2,1125,100.0,25,10.0,55,85,360,1.0
4,2.0,2.0,1,365,99.0,13,10.0,13,35,279,1.0
8,3.0,4.0,2,1125,97.0,26,10.0,56,83,351,1.0
6,3.0,3.0,2,1125,100.0,25,10.0,51,78,349,0.0
2,1.0,1.0,1,365,100.0,17,10.0,40,66,308,1.0
6,2.0,2.0,1,365,99.0,18,10.0,45,75,333,0.0
8,3.0,3.0,2,365,98.0,28,10.0,54,84,359,1.0
6,3.0,3.0,1,28,95.0,26,9.0,56,85,85,0.0
2,1.0,1.0,1,5,100.0,16,10.0,46,76,165,0.0
14,5.0,6.0,2,365,100.0,0,10.0,17,45,305,1.0
4,2.0,3.0,2,365,100.0,23,10.0,48,70,345,1.0
16,5.0,7.0,2,365,100.0,22,10.0,49,69,336,1.0
4,2.0,2.0,2,1125,90.0,30,10.0,60,90,364,0.0
4,1.0,2.0,1,365,94.0,25,10.0,55,85,344,0.0
16,6.0,7.0,2,28,98.0,0,10.0,1,19,156,1.0
4,1.0,2.0,2,365,94.0,27,10.0,56,86,342,0.0
6,2.0,2.0,1,365,92.0,25,10.0,55,83,338,0.0
6,2.0,3.0,1,365,97.0,24,10.0,54,84,340,0.0
4,1.0,2.0,1,365,91.0,28,10.0,58,88,346,0.0
6,2.0,3.0,1,365,97.0,29,10.0,59,89,362,1.0
16,7.0,11.0,2,365,100.0,27,9.0,50,70,310,1.0
6,2.0,2.0,2,365,100.0,26,10.0,56,84,356,1.0
4,1.0,2.0,1,365,89.0,30,10.0,60,88,343,0.0
2,1.0,1.0,3,30,99.0,21,10.0,48,78,252,0.0
12,4.0,5.0,2,365,100.0,28,10.0,58,88,362,1.0
4,1.0,1.0,2,1125,91.0,0,9.0,0,0,1,0.0
6,2.0,3.0,1,365,93.0,19,10.0,43,71,329,0.0
3,1.0,3.0,1,1125,80.0,29,9.0,59,89,364,0.0
5,1.0,5.0,1,7,97.0,29,10.0,59,89,175,0.0
4,2.0,2.0,2,30,99.0,0,10.0,18,48,275,1.0
4,1.0,1.0,2,31,98.0,29,10.0,59,89,179,0.0
6,2.0,3.0,1,365,98.0,26,10.0,56,81,340,1.0
4,1.0,2.0,1,365,97.0,27,10.0,56,84,340,0.0
4,1.0,2.0,1,1125,98.0,19,10.0,43,65,291,0.0
3,1.0,2.0,2,14,97.0,30,10.0,60,90,365,0.0
4,1.0,2.0,1,365,94.0,29,10.0,59,89,348,0.0
4,1.0,1.0,1,365,99.0,24,10.0,54,82,338,0.0
4,1.0,2.0,1,365,95.0,1,10.0,1,1,1,0.0
10,4.0,5.0,2,1125,94.0,20,10.0,46,73,332,1.0
4,1.0,2.0,1,365,99.0,23,10.0,50,75,332,1.0
6,2.0,3.0,1,365,95.0,23,10.0,53,83,342,0.0
6,2.0,3.0,1,365,97.0,29,10.0,59,89,346,1.0
4,1.0,2.0,1,365,93.0,23,10.0,48,78,337,0.0
6,2.0,3.0,1,365,99.0,29,10.0,59,89,272,1.0
6,2.0,3.0,1,365,97.0,19,10.0,46,73,326,1.0
4,1.0,2.0,1,365,99.0,17,10.0,39,69,325,0.0
4,1.0,2.0,1,365,93.0,27,10.0,57,87,346,0.0
6,2.0,3.0,1,365,98.0,8,10.0,28,55,306,1.0
4,1.0,2.0,1,365,99.0,5,10.0,29,59,315,0.0
4,1.0,2.0,2,1125,99.0,26,10.0,53,82,357,1.0
4,1.0,2.0,1,365,99.0,29,10.0,59,89,348,1.0
6,2.0,2.0,2,365,100.0,21,10.0,34,34,51,1.0
4,2.0,2.0,2,365,85.0,1,10.0,1,1,1,1.0
4,2.0,2.0,2,365,100.0,29,10.0,59,89,364,1.0
4,2.0,2.0,2,365,100.0,28,10.0,58,78,352,1.0
4,2.0,2.0,2,365,100.0,28,9.0,58,86,360,1.0
4,1.0,2.0,1,365,99.0,15,10.0,42,68,327,0.0
6,2.0,3.0,1,365,98.0,30,10.0,57,86,331,1.0
4,2.0,2.0,2,1125,82.0,0,9.0,19,49,320,0.0
2,1.0,1.0,1,30,99.0,16,10.0,35,62,152,0.0
8,3.0,3.0,2,10,100.0,0,10.0,0,0,0,1.0
12,4.0,6.0,2,365,100.0,30,10.0,55,82,347,1.0
8,3.0,4.0,2,365,100.0,26,10.0,45,64,311,1.0
6,2.0,2.0,1,365,98.0,2,10.0,23,47,292,1.0
7,2.0,2.0,2,365,87.0,27,10.0,57,83,352,1.0
7,2.0,3.0,2,365,75.0,19,9.0,45,74,337,1.0
8,3.0,4.0,1,365,94.0,19,10.0,40,54,261,1.0
6,3.0,3.0,2,10,100.0,28,10.0,58,88,265,1.0
6,3.0,3.0,2,365,96.0,22,10.0,52,82,354,1.0
4,2.0,2.0,3,13,100.0,0,8.0,21,30,135,0.0
13,4.0,5.0,3,1125,98.0,27,10.0,50,75,225,1.0
4,2.0,2.0,2,1125,97.0,21,10.0,51,75,346,1.0
2,1.0,1.0,2,1125,99.0,9,10.0,26,56,279,1.0
2,1.0,1.0,1,1125,100.0,25,9.0,51,81,356,1.0
3,2.0,2.0,2,1125,91.0,0,8.0,0,0,0,1.0
2,1.0,1.0,1,30,100.0,30,10.0,60,90,90,0.0
4,2.0,2.0,1,29,98.0,17,10.0,36,63,152,0.0
6,2.0,3.0,1,365,96.0,29,10.0,59,89,362,1.0
4,1.0,2.0,2,30,98.0,17,10.0,36,57,70,0.0
2,1.0,1.0,2,1125,100.0,21,10.0,44,74,74,0.0
3,1.0,1.0,2,1125,100.0,20,10.0,46,76,162,0.0
2,1.0,1.0,20,1125,100.0,0,10.0,0,0,0,0.0
4,2.0,2.0,1,365,95.0,30,10.0,60,90,348,1.0
4,2.0,2.0,2,7,98.0,30,10.0,60,88,357,1.0
6,2.0,3.0,3,30,100.0,30,10.0,60,90,265,1.0
6,3.0,3.0,2,365,91.0,27,10.0,57,87,357,1.0
7,2.0,3.0,2,14,100.0,28,10.0,50,80,118,1.0
3,1.0,2.0,2,15,100.0,0,10.0,0,0,0,0.0
3,1.0,1.0,2,14,97.0,26,10.0,56,86,145,1.0
4,1.0,1.0,3,31,99.0,0,10.0,18,48,265,1.0
3,1.0,1.0,2,1125,98.0,12,10.0,35,63,164,0.0
7,3.0,3.0,30,1125,100.0,0,10.0,0,0,45,1.0
4,1.0,2.0,1,1125,100.0,16,10.0,46,76,351,0.0
3,1.0,1.0,2,14,100.0,27,10.0,57,87,128,0.0
4,1.0,1.0,1,11,99.0,13,10.0,27,39,252,0.0
8,3.0,4.0,2,1125,100.0,17,10.0,42,60,327,1.0
2,1.0,1.0,2,1125,97.0,19,10.0,45,74,74,0.0
8,3.0,3.0,1,365,100.0,17,10.0,47,66,312,1.0
4,1.0,2.0,1,365,99.0,21,10.0,51,81,340,0.0
3,1.0,2.0,2,1125,96.0,3,10.0,33,63,338,0.0
2,1.0,1.0,1,1125,98.0,0,10.0,0,0,0,0.0
6,3.0,3.0,3,1125,97.0,12,10.0,35,62,333,0.0
6,2.0,2.0,2,365,100.0,30,10.0,60,90,365,1.0
2,1.0,1.0,1,1125,100.0,28,10.0,58,88,360,1.0
2,1.0,1.0,1,1125,100.0,28,10.0,56,86,361,1.0
2,1.0,1.0,1,1125,98.0,0,10.0,0,0,0,0.0
8,3.0,5.0,2,1125,87.0,28,10.0,58,88,363,1.0
2,1.0,1.0,1,1125,100.0,30,10.0,60,90,365,1.0
7,2.0,4.0,29,1125,100.0,6,10.0,25,55,206,0.0
6,3.0,4.0,2,1125,96.0,22,10.0,52,82,352,1.0
2,1.0,1.0,30,90,100.0,0,10.0,3,3,278,0.0
2,1.0,1.0,1,21,93.0,0,9.0,0,0,0,0.0
2,1.0,1.0,1,15,95.0,0,9.0,0,0,0,0.0
5,3.0,3.0,29,1125,100.0,0,10.0,0,14,120,0.0
3,1.0,2.0,2,90,100.0,0,10.0,18,48,133,0.0
2,1.0,1.0,1,1125,100.0,7,10.0,31,46,290,0.0
3,1.0,1.0,2,15,100.0,29,10.0,59,89,129,1.0
4,2.0,2.0,30,1125,100.0,30,10.0,60,90,180,0.0
4,2.0,2.0,2,5,100.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,1125,100.0,0,9.0,0,0,231,0.0
8,3.0,5.0,1,365,93.0,13,10.0,41,71,345,1.0
4,2.0,2.0,2,7,100.0,0,10.0,0,0,0,0.0
4,2.0,2.0,2,1125,99.0,25,10.0,55,85,360,0.0
5,2.0,2.0,2,28,100.0,25,10.0,55,77,165,1.0
4,1.0,2.0,1,1125,100.0,2,10.0,19,38,117,0.0
9,3.0,5.0,2,1125,96.0,28,10.0,56,86,361,1.0
4,2.0,2.0,2,30,100.0,15,10.0,31,42,314,0.0
6,2.0,3.0,1,365,100.0,27,10.0,54,84,313,1.0
6,1.0,5.0,1,1125,99.0,12,10.0,42,71,346,0.0
2,1.0,1.0,2,1125,100.0,22,10.0,50,80,355,0.0
4,2.0,2.0,2,1125,90.0,26,9.0,56,86,261,0.0
2,1.0,1.0,2,1125,100.0,27,10.0,57,87,266,1.0
4,1.0,2.0,2,10,98.0,28,10.0,58,88,177,0.0
2,1.0,1.0,1,3,60.0,6,7.0,14,29,53,0.0
4,1.0,2.0,2,7,100.0,22,10.0,45,67,152,0.0
6,3.0,3.0,3,28,100.0,9,10.0,30,60,134,0.0
3,1.0,1.0,1,4,98.0,0,10.0,3,10,68,0.0
2,1.0,1.0,2,1125,100.0,12,10.0,24,50,50,1.0
2,1.0,1.0,2,1125,100.0,4,10.0,10,22,80,0.0
2,1.0,1.0,1,4,95.0,30,10.0,55,84,84,0.0
6,1.0,3.0,2,1125,100.0,8,10.0,36,63,143,1.0
2,1.0,1.0,2,7,100.0,18,10.0,35,62,144,0.0
8,4.0,5.0,2,1125,100.0,26,10.0,53,83,354,0.0
6,3.0,2.0,1,365,100.0,29,10.0,55,79,341,1.0
4,1.0,2.0,1,1125,100.0,7,10.0,20,47,123,0.0
2,1.0,1.0,2,1125,100.0,29,10.0,59,89,363,0.0
4,1.0,2.0,2,1125,100.0,18,10.0,44,74,74,0.0
5,2.0,2.0,2,28,100.0,23,10.0,53,73,163,1.0
4,2.0,3.0,2,8,100.0,30,8.0,58,87,87,0.0
4,1.0,2.0,2,28,100.0,19,10.0,49,79,169,1.0
4,1.0,2.0,2,28,100.0,26,10.0,52,82,167,1.0
2,1.0,1.0,2,1125,100.0,20,10.0,50,80,80,0.0
4,2.0,2.0,30,180,97.0,0,10.0,0,0,83,0.0
2,1.0,1.0,60,180,96.0,0,10.0,0,0,0,0.0
4,2.0,4.0,30,1125,97.0,0,10.0,17,47,322,1.0
12,2.0,6.0,3,365,98.0,5,10.0,29,47,284,1.0
2,1.0,1.0,28,1125,99.0,19,10.0,49,79,354,0.0
3,1.0,1.0,2,3,98.0,4,10.0,8,27,27,0.0
6,2.0,2.0,30,120,95.0,0,9.0,0,0,0,1.0
4,1.0,2.0,1,1125,99.0,12,10.0,27,46,298,0.0
6,2.0,2.0,2,90,94.0,0,10.0,0,0,0,1.0
4,1.0,1.0,1,1125,98.0,14,10.0,29,48,318,0.0
3,1.0,1.0,1,14,99.0,0,10.0,16,46,46,0.0
2,1.0,1.0,1,14,99.0,0,10.0,16,46,46,0.0
2,1.0,1.0,2,160,99.0,0,10.0,0,0,0,0.0
2,1.0,1.0,2,120,98.0,18,10.0,48,78,168,0.0
1,1.0,0.0,2,45,100.0,0,10.0,0,0,0,1.0
4,1.0,2.0,3,1125,97.0,24,10.0,54,84,174,0.0
4,2.0,2.0,1,1125,98.0,12,10.0,42,72,146,0.0
8,3.0,3.0,1,15,98.0,18,10.0,48,78,162,1.0
3,2.0,2.0,1,1125,99.0,0,10.0,0,0,0,0.0
2,1.0,1.0,2,28,100.0,0,10.0,1,7,187,0.0
2,1.0,1.0,1,1125,98.0,26,10.0,56,86,361,1.0
2,1.0,0.0,2,1125,98.0,17,10.0,47,77,341,0.0
2,2.0,2.0,3,31,99.0,0,10.0,0,20,265,1.0
2,1.0,1.0,3,1125,93.0,1,10.0,1,1,144,0.0
4,1.0,2.0,1,90,99.0,12,10.0,42,72,175,0.0
6,3.0,4.0,2,1125,88.0,4,9.0,5,5,6,1.0
2,1.0,1.0,1,14,99.0,0,10.0,0,0,0,0.0
15,4.0,7.0,2,1125,99.0,11,10.0,33,55,321,1.0
2,1.0,1.0,2,1125,98.0,19,10.0,49,79,169,1.0
2,1.0,1.0,1,91,97.0,15,10.0,41,71,340,0.0
4,2.0,3.0,2,91,97.0,0,10.0,0,0,0,1.0
2,1.0,1.0,1,91,99.0,16,10.0,46,76,350,0.0
4,2.0,2.0,2,1125,93.0,12,9.0,38,64,333,0.0
6,2.0,4.0,1,365,99.0,11,10.0,41,68,338,1.0
4,2.0,2.0,2,1125,100.0,20,10.0,50,80,355,1.0
4,2.0,2.0,1,365,99.0,2,10.0,17,47,299,1.0
8,3.0,4.0,2,1125,98.0,17,10.0,47,77,349,1.0
6,3.0,3.0,2,1125,100.0,0,10.0,0,0,0,1.0
2,1.0,1.0,1,7,100.0,15,10.0,41,68,315,1.0
6,2.0,2.0,1,365,99.0,18,10.0,48,78,353,1.0
6,3.0,3.0,1,28,95.0,15,9.0,45,75,75,1.0
2,1.0,1.0,1,5,100.0,0,10.0,17,47,137,0.0
4,2.0,2.0,2,1125,90.0,16,10.0,46,76,351,0.0
4,1.0,2.0,1,365,94.0,20,10.0,50,80,354,1.0
16,6.0,7.0,2,28,98.0,5,10.0,35,65,225,1.0
4,1.0,2.0,2,365,94.0,0,10.0,0,0,0,0.0
6,2.0,2.0,1,365,92.0,21,10.0,51,79,350,1.0
6,2.0,3.0,1,365,97.0,20,10.0,50,80,352,1.0
4,1.0,2.0,1,365,91.0,21,10.0,51,81,356,0.0
6,2.0,3.0,1,365,97.0,20,10.0,50,80,353,1.0
6,2.0,2.0,2,365,100.0,18,10.0,48,78,348,1.0
4,1.0,2.0,1,365,89.0,20,10.0,50,80,350,0.0
4,1.0,1.0,2,1125,91.0,0,9.0,0,0,0,0.0
6,2.0,3.0,1,365,92.0,22,10.0,52,82,355,1.0
3,1.0,3.0,1,1125,82.0,21,9.0,50,80,355,0.0
5,1.0,5.0,1,7,98.0,20,10.0,50,80,166,0.0
4,2.0,2.0,2,30,99.0,1,10.0,9,9,101,1.0
1,1.0,1.0,1,15,94.0,27,10.0,40,40,40,0.0
4,1.0,1.0,2,31,98.0,19,10.0,49,79,169,0.0
6,2.0,3.0,1,365,98.0,21,10.0,51,81,351,1.0
4,1.0,2.0,1,365,97.0,22,10.0,52,79,348,1.0
3,1.0,2.0,2,14,97.0,25,10.0,55,85,360,0.0
4,1.0,2.0,1,365,94.0,20,10.0,50,80,355,1.0
4,1.0,1.0,1,365,99.0,0,10.0,0,0,0,1.0
4,1.0,2.0,1,365,94.0,19,10.0,49,79,354,1.0
10,4.0,5.0,2,1125,93.0,10,10.0,34,64,322,1.0
4,1.0,2.0,1,365,99.0,19,10.0,49,79,347,1.0
6,2.0,3.0,1,365,98.0,21,10.0,51,81,356,1.0
6,2.0,3.0,1,365,96.0,19,10.0,49,79,352,1.0
4,1.0,2.0,1,365,94.0,20,10.0,50,80,355,0.0
4,2.0,2.0,2,1125,95.0,0,10.0,0,0,31,0.0
1,1.0,1.0,1,28,96.0,30,10.0,43,43,43,0.0
6,2.0,3.0,1,365,99.0,17,10.0,47,77,260,1.0
6,2.0,3.0,1,365,98.0,21,10.0,51,81,347,1.0
2,1.0,1.0,1,21,93.0,29,9.0,42,42,42,0.0
4,1.0,2.0,1,365,99.0,15,10.0,45,75,347,1.0
4,1.0,2.0,1,365,94.0,21,10.0,51,81,356,0.0
6,2.0,3.0,1,365,99.0,0,10.0,0,0,0,1.0
4,1.0,2.0,1,365,99.0,12,10.0,42,72,344,1.0
4,1.0,2.0,2,1125,99.0,15,10.0,42,72,347,1.0
4,1.0,2.0,1,365,99.0,18,10.0,48,78,353,1.0
2,1.0,1.0,2,90,98.0,28,10.0,58,88,178,1.0
4,1.0,2.0,1,365,99.0,21,10.0,51,81,352,1.0
6,2.0,3.0,1,365,98.0,18,10.0,48,78,339,1.0
4,2.0,2.0,2,1125,82.0,0,9.0,0,0,0,0.0
2,1.0,1.0,1,30,99.0,13,10.0,43,63,153,0.0
8,3.0,3.0,2,10,100.0,0,10.0,17,47,227,1.0
6,2.0,2.0,1,365,98.0,17,10.0,19,42,297,1.0
8,3.0,4.0,1,365,95.0,0,10.0,0,0,0,1.0
6,3.0,3.0,2,10,100.0,18,10.0,46,76,256,1.0
13,4.0,5.0,3,1125,98.0,13,10.0,43,73,244,1.0
4,2.0,2.0,2,1125,96.0,17,10.0,45,75,350,1.0
2,1.0,1.0,2,91,98.0,15,10.0,45,75,296,1.0
2,1.0,1.0,1,1125,100.0,14,9.0,39,65,340,1.0
3,2.0,2.0,2,1125,91.0,0,8.0,14,25,25,1.0
2,1.0,1.0,1,30,100.0,2,10.0,19,49,49,0.0
4,2.0,2.0,1,29,98.0,13,10.0,43,63,153,0.0
6,2.0,3.0,1,365,95.0,19,10.0,49,79,352,1.0
4,1.0,2.0,2,30,98.0,8,10.0,29,59,67,0.0
2,1.0,1.0,2,1125,100.0,19,10.0,45,75,75,0.0
3,1.0,1.0,2,1125,100.0,0,10.0,0,0,0,0.0
2,1.0,1.0,30,1125,100.0,5,10.0,17,28,140,0.0
4,2.0,2.0,1,365,95.0,0,10.0,0,0,0,1.0
4,2.0,2.0,2,7,98.0,21,10.0,51,81,349,1.0
6,2.0,3.0,3,30,100.0,18,10.0,48,78,253,1.0
7,2.0,3.0,2,14,100.0,18,10.0,46,62,110,1.0
3,1.0,2.0,2,15,100.0,22,10.0,50,72,305,1.0
3,1.0,1.0,2,14,96.0,14,10.0,44,66,114,1.0
4,1.0,1.0,3,31,99.0,0,10.0,0,19,264,0.0
3,1.0,1.0,2,1125,100.0,19,10.0,49,71,184,1.0
7,3.0,3.0,30,1125,100.0,9,10.0,9,9,26,1.0
4,1.0,2.0,1,1125,100.0,16,10.0,46,76,351,0.0
3,1.0,1.0,2,14,100.0,24,10.0,54,76,76,1.0
4,1.0,1.0,1,11,99.0,8,10.0,21,43,278,0.0
8,3.0,4.0,2,1125,100.0,15,10.0,43,71,339,1.0
8,3.0,3.0,1,365,100.0,13,10.0,43,73,337,1.0
4,1.0,2.0,1,365,98.0,22,10.0,52,82,357,1.0
3,1.0,2.0,2,1125,96.0,25,10.0,55,85,360,0.0
2,1.0,1.0,1,1125,98.0,6,10.0,6,6,6,0.0
6,3.0,3.0,3,1125,98.0,17,10.0,47,77,352,1.0
2,1.0,1.0,2,1125,100.0,19,10.0,49,79,351,1.0
2,1.0,1.0,2,1125,100.0,19,10.0,49,77,352,1.0
2,1.0,1.0,1,1125,98.0,26,10.0,56,86,359,0.0
2,1.0,1.0,1,1125,95.0,19,10.0,49,79,259,0.0
8,3.0,5.0,2,1125,87.0,17,10.0,47,77,352,1.0
2,1.0,1.0,2,1125,100.0,25,10.0,55,85,360,1.0
7,2.0,4.0,29,1125,100.0,0,10.0,0,0,0,0.0
6,3.0,4.0,2,1125,95.0,11,10.0,41,71,342,1.0
2,1.0,1.0,1,21,95.0,18,9.0,18,18,18,0.0
2,1.0,1.0,1,15,94.0,18,9.0,18,18,18,0.0
5,3.0,3.0,29,1125,100.0,0,10.0,25,55,145,0.0
3,1.0,2.0,2,90,100.0,2,10.0,30,60,145,0.0
2,1.0,1.0,1,15,100.0,16,10.0,16,16,16,0.0
1,1.0,1.0,1,18,98.0,18,10.0,26,56,56,0.0
